呵	口可:kk
坱	土央:ty
瘍	疒昜:by
鉠	金央:jy
紻	糸央:sy
颺	風昜:fy
鍚	釒昜:jy
煬	火昜:hy
炴	火央:hy
劷	力羊:ly｜羊力:yl
詇	言央:yy
軮	車央:iy
輰	.:iy
鸉	鳥楊:ny
岟	山央:uy
崸	山頁:uy
敭	.:wy
柍	木央:my
瀁	氵養:dy
珜	王羊:wy
眏	目央:oy
鍈	金英:jy
雵	雨央:yy
㔦	力養:ly
㟅	山兇:ux
㨾	扌羕:fy
㬕	日祥:ox
㺊	犭恙:qy
㿮	皮央:py
䁑	.:oy
䇦	𥫗央:vy
䑆	月養:oy
䒋	色央:sy
䖹	.:ig｜.:iy
䬗	.:fy
䬬	食央:uy
䬺	飠羊:uy
䭐	食恙:uy
䵮	.:hy
佒	亻央:ry
傟	亻翁:rw
姎	女央:ny
慃	忄翁:xw
懩	心養:xy
抰	扌央:fy
攁	扌養:fy
楧	木英:my
氱	.:qy
眻	目羊:oy
礢	石養:uy
蝆	虫丨:ia｜虫㐄:if｜虫芈:im
諹	言昜:yy
阦	耳火:eh
霷	雨暘:yy
駚	馬央:my
鰑	.:yy
鴦	鳥央:ny
鴹	鳥羊:ny
𠍵	亻羕:ry
𠢴	力灬:lh｜丿力:pl
𠮴	口下:kx｜下口:xk
𡠘	女永:ny
𡡂	女羕:ny
𡩶	宜央:yy
𡹕	.:ux
𢏙	弓羊:gy
𢟣	心羕:xy
𢵇	扌永:fy
𢽕	.:wj｜見攴:jp｜攴見:pj
𣃝	方央:fy
𣉚	日牂:oz
𣐫	.:ml｜.:ym｜木水:mu
𣗹	木恙:my
𤞢	犭𰀁:qf
𤢐	犭雍:qy
𤢮	犭犬:qq
𤸡	疒英:by
𥂸	皿楊:my｜楊皿:ym
𥃽	目工:og
𥒞	石羊:uy
𥠜	.:hy｜禾勿:hw
𥥵	穴羊:xy
𥬴	竹羊:vy
𥳜	𥫗陽:vy
𦍕	.:yq｜犭羊:qy
𦍹	羊多:yd｜多羊:dy
𦭵	艹羊:cy
𦯒	艹仰:cy
𦴊	艹殃:cy
𦼴	艹楊:cy
𧓲	虫養:iy
𧥴	言卬:ya
𧫛	言羕:yy
𧲱	豸央:vy
𧵌	貝央:by
𨋽	車羊:iy
𨎔	車𦰩:ih
𨖌	辶羕:zy
𨦡	金羊:jy
𨱝	镸攵:iw
𩊑	革羊:gy
𩋬	.:gy｜革勿:gw
𩤟	.:my｜馬勿:mw
𩲴	鬼央:gy
𩴨	鬼羊:gy｜羊鬼:yg
𪓛	黽央:my
𪕫	.:uy｜鼠勿:uw
𪚻	央龜:yg
陶	阝缶:ef｜阝匋:et
約	糸勺:su
繇	爫系:vx｜糸缶:xf
揺	扌缶:ff｜扌凵:fk
藥	艹樂:cl｜艹樂:cy
窕	穴兆:xv｜穴兆:bv
薬	艹楽:cl｜艹木:cm｜艹楽:cy
堯	土兀:tw｜兀垚:wy
喓	口要:ky
宎	宀夭:by
謡	言缶:yf
飖	风缶:ff
烑	火兆:hv
榣	木缶:mf
燿	火翟:hd｜火隹:hv
葯	艹約:cy
搖	扌缶:ff
隃	耳俞:ey
謠	言缶:yf
訞	言夭:yy
鴢	鳥幼:ny
怮	忄幼:xy
葽	艹要:cy
遙	辶缶:zf
鑰	釒冊:jc｜金龠:jy
窔	穴交:xj｜.:bj
窯	穴羔:xg｜宀羔:bg
殀	歹夭:dy
溔	氵羔:dg
餚	食肴:uy
騕	馬要:my
鷂	鳥缶:nf
嶢	山堯:uy
嶤	山堯:uy
偠	亻要:ry
祅	示夭:uy
颻	風缶:ff
鰩	魚缶:yf
矅	目翟:od｜目隹:ov
婹	女要:ny
狕	犭幼:qy
窰	穴缶:xf｜.:bf
邎	辶系:zx
鷕	鳥唯:nw
尭	十兀:uw｜.:wh
摿	扌音:fy
滧	氵效:dx
熎	火缶:hf
艞	舟兆:vv｜舟筄:vy
軺	車召:iv
鎐	金缶:jf
㔽	卜回:bh
㝔	宀交:bj
㞁	.:wy
㟱	山羔:ug
㢓	.:gv
㨱	扌言:fy
㫏	方要:fy
㫐	日匕:ob
㮁	木肴:my
㴭	氵窅:dy
㵸	氵艹:dc
㿑	.:bv
㿢	白明:bm
䁏	目要:oy
䁘	.:oy
䂚	.:ux
䄏	.:ua
䆙	穴正:xv
䆞	.:xy
䉰	竹交:vj
䋂	.:sx
䋤	素勺:su
䌊	.:sy
䌛	.:yx
䍃	爫缶:vf
䑬	舟兆:vv
䔄	.:cy
䖴	虫兆:iv
䙅	衤要:yy
䚺	言攵:yw
䚻	言丶:yd
䢣	辶言:zy
䬙	.:fy
䴠	鹿夭:ly
䶧	齒堯:iy
倄	亻肴:ry
傜	亻缶:rf
嗂	口缶:kf
岆	山夭:uy
愮	忄缶:xf
暚	日缶:of
枖	木夭:my
柼	木穴:mx
楆	木要:my
榚	木羔:mg
瑤	王缶:wf
磘	石缶:uf
穾	穴夭:xy｜.:by
筄	𥫗兆:vv
苭	艹幼:cy
蓔	艹羔:cg
蘨	艹系:cx｜艹繇:cy
袎	衤幼:yy
覞	見見:jj
詏	言幼:yy
讑	言冊:yc｜言龠:yy
闄	門要:my
顤	頁堯:yy
餆	飠兆:uv
鱙	魚堯:yy
鴁	鳥夭:ny
鼼	鼻丩:bj
齩	齒交:ij
𠌠	亻至:rv
𠍩	人丨:ra
𠏈	亻缶:rf
𠑐	倉倉:cc
𠕻	冖元:by
𠟋	.:dy
𠢩	力堯:ly｜堯力:yl
𠣑	勹元:gy｜匀儿:ye
𠹑	.:kg｜口臬:kn
𡔜	士尸:uu
𡛙	女幼:ny
𡝛	女缶:nf
𡝩	.:na
𡢹	.:jn
𡣠	.:nl
𡩸	宀号:bh
𡶂	.:ee｜山二:ue
𡺯	.:uy｜山缶:uf
𢂊	巾幼:jy
𢅹	巾龠:jy
𢆽	.:mu｜幺少:yu
𢈆	广召:gv
𢊙	.:tj
𢋇	.:gg｜广幸:gx
𢑈	.:gy｜弓系:gx
𢝍	心怯:xq｜怯心:qx
𣣳	.:qy｜欠缶:qf｜爫欠:vq
𣨘	.:da
𤂼	.:uz
𤒝	.:hz
𤚭	.:ny｜牛缶:nf
𤫺	瓜系:gx
𤬔	.:gy｜瓜缶:gf
𤬖	瓜系:gx
𤾫	.:bv｜白翟:bd
𥁒	皿幼:my｜幼皿:ym
𥃺	目兀:ow
𥌺	目龠:oy
𥤣	穴了:xl
𥤹	.:xx｜穴爻:xy
𥦖	.:xj
𥬓	𥫗幼:vy
𥹱	米幼:my
𦆸	糸遙:sy
𦇬	糸龠:sy
𦔷	耳幺:ey
𦤋	尸自:uz｜自丨:za
𦥝	.:jv
𦦌	舀召:yv
𦾺	.:cv｜艹銚:cd
𦾾	艹遙:cy
𧄎	.:cy｜艹系:cx
𧇠	虚亢:xk
𧍔	虫要:iy
𧠽	見夭:jy｜宀見:bj
𧢢	見龠:jy｜龠見:yj
𧤮	角右:jy
𧷋	貝要:by｜要貝:yb
𧽎	.:zy｜走缶:zf
𨓳	.:zo｜辶杳:zy
𨘔	.:zj｜辶言:zy
𨹋	阝王:ew
𩑗	頁幺:yy
𩑴	幼頁:yy
𩜸	食夭:uy｜示食:uu
𩢒	馬幼:my
𩥣	.:my｜馬缶:mf
𩨴	骨号:gh
𩩼	.:gy
𩬗	髟幼:iy
𩯛	髟敫:ij
𩲻	鬼交:gj
𩳔	鬼孝:gx｜孝鬼:xg
𩿕	.:nb｜鳥人:nr｜人鳥:rn
𪐯	黑勾:hg
拽	扌曳:fy
射	寸身:cu｜身寸:uc
頁	丆貝:ab
葉	艹木:cm
業	业耒:yl｜业未:yw
吔	口也:ky
嘢	口野:ky
鵺	鳥夜:ny
枼	木世:mu
爺	父耶:fy
楪	木木:mm
煠	火木:hm
抴	扌世:fu
焆	火月:ho｜火肙:hy
埜	土林:tl
鄴	耳業:ey
擫	.:fq｜扌厭:fy
謁	言曷:yh
嶪	山業:uy
暍	日曷:oh
燁	火華:hh
鍱	金木:jm
壄	土楙:tm
曵	丨丶:ad｜曳丶:yd
鋣	金邪:jx
鐷	.:jm
礏	石業:uy
餣	.:ud｜飠奄:uy
鸈	鳥業:ny
墷	土華:th
洂	氵亦:dy
漜	氵土:dt｜氵埜:dy
潱	氵壹:dy
澲	.:dw｜氵丶:dd
爗	火華:hh
鎁	金耶:jy
喝	口曷:kh
㐖	吉乚:jg
㖡	口夜:ky
㖶	.:ky
㗼	口業:ky
㙒	田土:tt｜土予:ty
㙪	土壹:ty
㝣	宀契:bq
㥷	.:yq
㩎	.:fy
㪑	.:wy
㭨	木邪:mx
㱉	欠業:qy
㸣	片業:py
䈎	𥫗木:vm
䓉	艹邪:cx
䤳	金夜:jy
䤶	金奄:jy
䥟	金揭:jj
䥡	金牒:jd
䥺	金牙:jy
䧨	耳業:ey
䭟	食葉:uy
䲜	.:ss｜魚魚:yy
亪	.:yy
亱	.:dd｜亠但:wd
僷	亻葉:ry｜亻木:rm
嶫	.:uw
捓	扌邪:fx
捙	扌車:fi
擛	扌葉:fy｜扌木:fm
擨	扌欠:fq｜.:fy
擪	.:uq｜手厭:uy
曄	日華:oh
曅	日華:oh
曗	.:ow｜日業:oy
枽	木廿:mc
歋	欠虎:qh
瑘	王耶:wy
璍	王華:wh
皣	白華:bh
瞱	目華:oh
瞸	.:om
蠮	虫翳:iy
靨	厂面:im｜面犬:mq｜面厭:my
饁	飠盍:uh｜.:um
驜	馬業:my
𠀸	一乞:aq
𠄅	業乚:yg
𠟪	.:dy
𠥇	匚言:ky
𠱝	口䏍:ky｜口月:ko
𡛌	女天:nt｜天女:tn
𡛽	女由:ny｜由女:yn
𡽣	山厭:uy
𢀘	.:gu｜.:xj｜.:yq
𢉥	广曷:gh
𢢜	心業:xy
𢪧	扌牛:fn
𢱴	扌木:fm
𣎩	月厭:oy｜厭月:yo
𣐂	木云:my
𣚋	.:mx
𣩫	歹業:dy
𣩯	歹㬎:dx
𣰛	毛蓋:mg｜蓋毛:gm
𤑷	火閹:hy
𤝇	犭丶:qd
𤝉	犭予:qy
𤝱	犭因:qy
𤳪	田厭:ty｜厭田:yt
𥌅	目厭:oy｜厭目:yo
𥠍	.:hv｜禾生:hu
𥮧	𥫗木:vm
𥯘	𥫗耶:vy
𦀕	糸邑:sy
𦂡	.:sn
𦕆	耳牙:ey
𦠜	月華:oh
𦤪	曷臭:hi
𦰳	艹牙:cy
𧎭	虫射:iu｜射虫:ui
𧏽	.:iy
𧐓	虫野:iy｜野虫:yi
𧒐	虫土:it
𧔦	虫燕:iy
𧗖	血厭:xy｜厭血:yx
𨂒	足夜:zy
𨈺	身老:ul
𨉅	身亓:uq
𨶮	門壹:my
𨽀	阝厭:ey
𩉂	.:my
𩐱	.:yy｜音木:ym
𩑃	音業:yy
𩘏	.:fy｜風木:fm
𩜺	飠訇:uh
𩱝	鬲求:gq
𩸾	魚耶:yy
𩼋	魚業:yy
𩼴	厭魚:yy
𪋫	鹿業:ly
𪍅	麥夜:my
𪑦	黑曷:hh
𪒲	黑業:hy
蛇	虫它:it
泄	氵世:du
義	羊我:yw
乛	.:av｜.:ve
蛾	虫我:iw
齮	齒奇:iq
異	田共:tg
駅	馬尺:mi
訳	言尺:yi
億	亻意:ry
議	言義:yy
弌	弋一:ya
苢	艹{官下}:cg
毉	.:wu｜.:wy｜医巫:yw
昳	日失:ou
儀	亻義:ry
醫	酉殳:yu｜医酉:yy
攺	攵巳:ws
黓	黑弋:hy
藝	艹云:cy
鮨	魚旨:yv
苅	艹刂:cd｜艹刈:cy
顗	頁豆:yd｜頁豈:yq
兿	䒑云:qy
蓺	艹執:cv
譯	言幸:yx
憶	心意:xy
衤	{衤}:yi
藙	艹毅:cy
殹	殳医:uy
壱	士匕:ub
迻	辶多:zd
吚	口尹:ky
曀	日壹:oy
迆	辶也:zy
伇	亻殳:ru
肊	月乙:oy
觺	角疑:jy
嶧	山幸:ux
驛	馬幸:mx
瀷	氵翼:dy
疙	疒乞:bq
誼	言宜:yy
霬	雨共:yg｜雨異:yy
蟻	虫義:iy
貤	貝也:by
瘞	疒土:bt
螘	虫豆:id｜虫豈:iq
鷁	鳥益:ny
衪	衤也:yy
饐	食壹:uy
鹥	鸟殳:nu｜.:ny
渏	氵奇:dq
貽	貝台:bt
仡	亻乞:rq
詣	言旨:yv
庡	广衣:gy
繹	糸幸:sx
彛	廾粉:cf｜乛廾:ac
洟	氵夷:dy
澺	氵意:dy
鉯	金以:jy
帠	巾臼:jj
彜	廾粉:cf｜彑廾:jc
炈	火殳:hu
燡	火幸:hx
禕	示韋:uw
釴	金弋:jy
鈠	金殳:ju
鎰	金益:jy
頥	丨頁:ay｜頁臣:yi
侇	亻夷:ry
冝	冖且:bq
夁	士固:ug
寱	宀臬:bn
巸	臣巳:is｜巳臣:si
栘	木多:md
欥	日欠:oq
笖	𥫗以:vy
羠	羊夷:yy
艤	舟義:vy
蘙	艹翳:cy
虉	艹鳥:cn｜艹鷊:cy
豷	豕壹:uy
輢	車奇:iq
轙	車義:iy
鸃	鳥義:ny
勩	.:lb
坄	土殳:tu
嬑	女意:ny
彞	廾糸:cs
浂	氵关:dg
浳	氵月:do
湙	.:dd｜氵奕:dy
焲	火夜:hy
熤	.:hl｜火翌:hy
熪	火移:hy
熼	.:hg｜火異:hy
燱	火意:hy
艗	舟益:vy
芅	艹弋:cy
蛦	虫夷:iy
跠	足夷:zy
釔	金乙:jy
鈘	金支:jv
銥	金衣:jy
鏔	金寅:jy
鐿	金意:jy
阣	耳乞:eq
頉	止頁:vy｜頁止:yv
頤	頁臣:yi
鮧	魚夷:yy
鳦	鳥乙:ny
鷾	鳥意:ny
齸	齒益:iy
㐆	丿𠃌:pg
㐹	亻气:rq
㑥	亻易:ry
㓷	.:dg
㔴	匚異:ky
㕥	口人:kr
㖂	口曳:ky
㘁	.:kg
㘈	口疑:ky
㘊	.:ky
㙠	.:ty
㙯	.:uy
㚤	女弋:ny
㚦	.:nj
㛄	女衣:ny
㛕	女邑:ny
㜋	女益:ny
㜒	女舁:ny
㝖	宀多:bd
㞔	尸多:ud
㠯	.:aa
㡫	幺曷:yh
㡼	.:gy
㢞	.:gy
㣂	弓鬲:gg
㣻	.:xa
㥋	心依:xy
㥴	心虒:xs
㦉	心壹:xy
㦤	壹心:yx｜心欠:xq
㦾	户也:hy
㩘	扌義:fy
㫊	方可:fk
㰘	木彝:my
㰝	欠巳:qs
㰻	.:qv
㱅	欠壹:qy
㱲	歹益:dy
㲼	.:da
㳑	氵皿:dm
㳖	氵衣:dy
㴁	氵井:dj
㴒	氵弈:dy
㵝	氵裔:dy
㵩	氵葉:dy
㶠	氵驛:dy
㹓	牛堯:ny
㹭	犭曳:qy
㺿	王臣:wi
㽈	瓦疑:wy
䄁	示世:uu
䄬	禾也:hy
䄿	禾曳:hy
䆿	.:xg｜.:xm
䇩	竹曳:vy
䇵	竹沂:vy
䉨	𥫗毅:vy
䋚	糸羽:sy
䋵	糸曷:sh
䌻	纟羽:sy
䎈	羽曳:yy
䐅	月矢:ou
䐖	月屎:ou
䓃	艹邑:cy
䓈	艹役:cy
䓹	艹食:cu
䔬	艹異:cy
䕍	艹裔:cy
䖁	萬意:wy
䖊	.:wh
䗑	虫昱:iy
䗟	.:iy
䗷	虫意:iy
䘝	衤弋:yy
䘸	衤夜:yy
䝘	豸殳:vu
䝝	豸奇:vq
䝯	.:bt
䞅	.:bk｜.:bv
䢃	.:ba
䣧	酉弋:yy
䦴	.:mg
䧧	阝義:ey
䬁	風它:ft
䬥	食弋:uy
䬮	食以:uy
䭂	食邑:uy
䭇	食吉:uj
䭞	食幸:ux
䭿	馬失:mu
䮊	馬夷:my
䯆	骨乚:gg
䰙	鬲支:gv
䱌	魚臣:yi
䱒	魚邑:yy
䲑	魚義:yy
䴊	鳥義:ny
䴬	麥弋:my
乊	.:ho｜丿丷:pb｜.:px
亄	乚壹:gy
伿	亻只:rv
俋	.:rb｜亻邑:ry
偯	亻哀:ra
劮	力失:lu
匇	勹夕:gx
呭	口世:ku
呹	口失:ku
唈	.:kb｜口邑:ky
囈	口藝:ky
圛	囗幸:kx
垼	土役:ty
妷	女失:nu
嫛	女殳:nu｜女殹:ny
嬄	女壹:ny
嬟	女義:ny
宐	宀一:ba
寲	宀疑:by
峓	山夷:uy
崺	山施:uu
嶬	山義:uy
帟	巾亦:jy｜亦巾:yj
幆	巾曷:jh
弬	弓臣:gi
怈	忄世:xu
恞	心夷:xy
悘	心医:xy
懌	忄幸:xx
撎	扌壹:fy
敡	攴易:py｜.:oy
敼	攴喜:px｜.:uy｜.:xy
旑	方奇:fq
晹	日易:oy
暆	日施:ou
曎	日幸:ox｜月睪:oy
栺	木旨:mv
棭	木夜:my
椬	木宜:my
榏	木益:my
槸	.:mv
檍	木意:my
檥	木義:my
檹	.:mq｜木旖:my
欭	欠因:qy
歝	欠幸:qx
殔	歹隶:dl
獈	犭益:qy
玴	王世:wu
瑿	玉殳:yu｜医玉:yy
瓵	瓦台:wt
畩	田衣:ty
痬	疒易:by
瘱	疒心:bx
瞖	目殳:ou｜.:oy
礒	石義:uy
秇	禾丸:hw
稦	禾韋:hw
穓	.:hh｜禾異:hy
竩	立宜:ly
篒	竹食:vu
籎	竹疑:vy
縊	糸益:sy
繶	糸意:sy
耴	耳乚:eg
膉	月益:oy
萓	艹宜:cy
萟	艹秇:cv｜艹丸:cw
蛜	虫伊:iy
螔	虫虎:ih
袘	衤也:yy
袣	衤世:yu
裿	衤奇:yq
褹	.:yv
襼	衤藝:yy
訲	言中:yv
詍	言世:yu
謻	言移:yy
譩	言意:yy
讛	言藝:yy
豙	立豕:lu｜亠豕:wu
豛	豕殳:uu
貖	豸益:vy
贀	貝殳:bu｜貝殹:by
跇	足世:zu
辷	辶一:za
迱	辶它:zt
逘	辶矣:zy
郼	耳韋:ew
鄓	耳臭:ei
醷	酉意:yy
隿	隹弋:vy
顊	.:yu
骮	骨弋:gy
鴺	鳥夷:ny
鶂	鳥兒:ne
鶃	鳥兒:ne
鶍	鳥易:ny
鷊	鳥鬲:ng
鷖	鳥殳:nu｜.:ny
鷧	鳥壹:ny
黳	黑殳:hu｜.:hy
𠂆	丿丿:pp
𠄱	.:ei｜.:yi
𠅌	亠大:wd
𠈶	亻岌:rj
𠍫	.:rx｜亻欠:rq｜人乛:ra
𠍳	艹丨:ca｜人丨:ra
𠏩	亻欠:rq｜人乛:ra
𠐀	.:ry｜亻欠:rq｜人乛:ra
𠓋	.:gg｜光幸:gx｜儿幸:ex
𠗺	冫移:dy
𠚮	刀乞:dq
𠛃	丿刂:pd
𠜁	.:dy
𠡔	.:li
𠡝	力夕:lx
𠤗	.:bx
𠤘	匕矣:by
𠥦	匚翼:ky
𠨾	厂手:iu
𠩗	.:ix｜厂欠:iq
𠩫	厂兒:ie
𠪗	.:ix｜厂欠:iq
𠮙	口乙:ky
𠯋	口兮:kx
𠰄	口予:ky
𠲔	口亦:ky
𠲖	口衣:ky
𠲚	.:kz｜口孑:kj
𠲺	口岌:kj
𠲻	口沂:ky｜沂口:yk
𠶷	.:kl｜口中:kv｜立口:lk
𠼪	口移:ky
𠽜	口啻:ki
𠿣	口歅:ky
𡄵	口醫:ky
𡄻	壹咨:yz
𡉛	土气:tq
𡊁	土卬:ta
𡊶	土印:ty
𡍡	.:ty
𡜬	女伊:ny
𡥁	子刂:zd
𡬓	.:bj
𡱐	尸夷:uy
𡻣	山移:uy
𡼎	山喜:ux
𡾾	.:uw｜山鬼:ug
𢀁	.:ib
𢂒	巾夷:jy
𢂗	巾印:jy｜印巾:yj
𢂼	巾折:jv｜折巾:vj
𢄅	巾灭:jm
𢇙	广弋:gy
𢇚	广也:gy
𢇸	广世:gu
𢊘	.:gy｜广殳:gu
𢍰	.:cg
𢎀	戈月:go｜弋月:yo
𢎃	弋日:yo｜戈日:go
𢎉	弋竹:yv｜戈竹:gv
𢏗	.:gj
𢓀	彳弋:xy
𢕷	彳爲:xw
𢖅	彳言:xy
𢖫	心刀:xd｜刀心:dx
𢖴	心乞:xq｜乞心:qx
𢖺	忄弋:xy
𢗎	心殳:xu
𢘽	心曳:xy
𢙇	忄衣:xy
𢞉	心洞:xd｜洞心:dx
𢡃	立患:lh｜.:xy
𢣉	.:xh｜号心:hx｜心官:xg
𢦕	.:gf｜戈几:gj
𢨮	户千:hq
𢨳	户户:hh
𢩮	扌弋:fy
𢩼	扌幺:fy
𢱁	扌苜:fm
𢷔	扌旖:fy
𣐓	.:mr｜木二:me
𣐵	木臣:mi
𣐿	木衣:my
𣕁	木娃:mw｜娃木:wm
𣘦	.:my｜医木:ym｜木殳:mu
𣙛	木月:mo
𣚘	木減:mj
𣡊	木藝:my
𣢭	厂欠:iq｜欠水:qu
𣢷	欠各:qg｜各欠:gq
𣤪	羽欠:yq｜欠金:qj
𣦌	止癸:vg
𣧄	.:di
𣨟	歹易:dy
𣫙	.:kg｜声杲:ug
𣷩	.:dq
𣸘	.:dy｜氵它:dt
𣿉	氵詣:dy
𤆾	.:hr｜火二:he
𤈙	火夷:hy
𤑹	.:zg｜火幸:hx｜災幸:zx
𤖪	片也:py
𤘊	牙邠:yb
𤝳	犭伊:qy
𤝻	犭多:qd
𤣨	玄曷:xh
𤣮	王乞:wq
𤤺	王曳:wy
𤥿	王夜:wy
𤧕	.:wy｜王土:wt
𤬩	瓦弋:wy｜弋瓦:yw
𤴧	.:ba｜疒㐅:bi
𤶛	疒邑:by
𤸸	疒益:by
𤻂	.:bg｜疒幸:bx
𤼌	疒翼:by
𥃠	魯益:ly
𥃸	目也:oy
𥄻	目它:ot
𥅓	.:ot
𥌟	.:ou｜上目:uo｜目余:oy
𥍴	矛易:my
𥏜	矢奇:uq
𥑴	石衣:uy
𥒵	石邑:uy
𥘒	示弋:uy
𥘠	示一:ua
𥙁	.:ut｜示也:uy
𥙇	示它:ut
𥜃	.:ug｜示幸:ux
𥜥	示冀:uj
𥟘	禾易:hy
𥡪	禾翌:hy
𥥴	穴衣:xy
𥩖	立卜:lb
𥫃	立義:ly
𥫜	𥫗㐅:vi
𥫝	竹弋:vy
𥰧	竹倚:vy
𥱃	𥫗免:vm
𥸊	𥫗頁:vy
𥹋	米台:mt
𥾐	糸弋:sy
𥿹	糸亦:sy
𦌩	罒又:sy
𦎝	.:on
𦓻	耒易:ly
𦔜	耒異:ly
𦙨	.:od｜月弓:og
𦚟	月臣:oi
𦟧	.:yk｜月口:ok
𦠉	月壹:oy
𦡫	月義:oy
𦥱	臼巾:jj
𦨇	舟乙:vy
𦭥	.:ct｜艹也:cy
𦮸	艹矣:cy
𦶂	艹挹:cy
𧃟	艹翼:cy
𧅖	艹鶪:cj
𧆦	乞虎:qh
𧈻	虫殳:iu
𧉅	虫尹:iy
𧊣	虫曳:iy
𧊤	虫亦:iy
𧋏	虫岌:ij
𧑌	虫異:iy
𧓗	.:iy
𧔮	.:qk
𧙡	衤亦:yy
𧜤	医衣:yy｜衣殳:yu
𧡇	見男:jn
𧢂	.:jy｜見殳:ju｜医見:yj
𧣟	.:jt
𧣬	.:jy｜角且:jq
𧫦	医言:yy
𧬇	言壹:yy
𧮒	言醫:yy
𧱊	豕又:uy
𧱏	豕辛:ux｜辛豕:xu
𧳁	豸多:vd
𧷅	冂貴:kg｜.:by
𧷥	.:bt｜貝殳:bu｜足貝:zb
𧺎	走九:zj
𧺝	走日:zo
𧾰	走翼:zy
𨋯	車曳:iy
𨛯	.:ey｜宜阝:ye
𨜶	.:ey｜益阝:ye
𨜽	.:ey｜扅阝:ye
𨠶	酉色:ys
𨣠	酉干:yg
𨣬	酉巴:yb
𨦯	金役:jy
𨳷	門它:mt
𨻊	阝土:et
𨻏	丿土:pt
𩂹	雨役:yy
𩈭	面宜:my
𩋌	革易:gy
𩍖	革意:gy
𩎭	韋亦:wy
𩎷	韋灬:wh
𩓧	宜頁:yy
𩔦	頁追:yv
𩕲	旖頁:yy
𩖹	風尼:fn
𩖾	.:fr
𩗑	風工:fg
𩘧	風射:fu
𩚂	食乚:ug
𩚇	食廾:uc
𩛆	.:ut｜食也:uy
𩛮	.:us
𩟉	.:ux｜飠圭:ug
𩡣	香愛:xa
𩤒	馬宜:my
𩥯	.:my｜医馬:ym｜馬殳:mu
𩪟	.:gy
𩪣	骨意:gy
𩮵	.:iy｜髟殳:iu
𩳇	.:gy｜鬼殳:gu
𩴜	鬼異:gy
𩴮	.:gg｜鬼幸:gx
𩷍	魚役:yy
𩷘	魚岌:yj
𩸨	魚宜:yy
𩼨	魚疑:yy
𩾘	.:nw
𩾠	鳥己:nj｜己鳥:jn
𩾢	鳥弋:ny
𪀓	鳥多:nd
𪀕	鳥曳:ny｜曳鳥:yn
𪁚	亠鳥:wn｜鳥冖:nb
𪁛	鳥役:ny｜役鳥:yn
𪈨	.:nu｜鳥鳥:nn
𪐔	黍遺:uy
𪐣	黑子:hz
𪒕	黑異:hy｜異黑:yh
𪕶	鼠益:uy
𪗷	齒旨:iv
𪘃	齒有:iy
𪙴	齒義:iy
飲	食欠:uq
銀	金艮:jg
隠	阝急:ej｜阝心:ex
冘	冖儿:be｜丶乚:dg｜{农}乚:ng
陰	耳云:ey
湮	氵土:dt｜氵垔:dy
隱	阝急:ej｜阝心:ex
檃	木𫜹:mx｜.:my
烎	火开:hk
泿	氵艮:dg
霒	雲今:yj
瘖	疒音:by
蔭	艹陰:cy
婬	女壬:nr
闉	門土:mt｜門垔:my
乑	.:pd
隂	阝镸:ei
凐	冫土:dt
螾	虫寅:iy
廴	{廴}:zb
圻	土斤:tj
絪	糸因:sy
酳	酉月:yo｜.:yy
諲	言土:yt｜言垔:yy
飮	食欠:uq
駰	馬因:my
慇	心殷:xy
癮	疒心:bx｜疒隱:by
裀	衤因:yy
嶾	.:uj｜山心:ux
滛	氵缶:df
緸	糸土:st｜.:sy
誾	門言:my
侌	今云:jy
濦	.:dj｜氵心:dx
囙	.:kk
峾	.:uj｜山沂:uy
殥	歹寅:dy
犾	犭犬:qq
碒	石金:uj
訡	言今:yj
輑	車君:ij
陻	阝土:et｜.:ey
齦	齒艮:ig
垔	土覀:tx｜覀土:xt
堷	土音:ty
廕	广陰:gy
憗	心攵:xw
洕	氵月:do｜.:dy
淾	金水:ju｜水金:uj
湚	.:dg｜.:do｜氵胤:dy
濥	氵夤:dy
鈏	金引:jy
鈝	金牛:jn
銦	金因:jy
韾	音殸:yq｜音殳:yu
㐺	亻人:rr
㕂	厂今:ij
㖗	口岑:kc
㙬	.:ty
㝙	宀八:bb
㞤	山人:ur
㡥	.:jy
㣧	彳乚:xg
㥯	爫心:vx｜心𫜹:xx
㥼	忄焉:xy
㦩	忄隱:xy
㧈	扌弓:fg
㧢	扌因:fy
㪦	.:wy
㱃	欠酉:qy
㴈	氵岳:dy
㶏	氵隱:dy
㸒	爫壬:vr
㹜	犬犬:qq
㹞	犭斤:qj
㼉	.:gy
㾙	疒希:bx
䄄	示因:uy
䇙	竹引:vy
䌥	.:sy
䒡	艹引:cy
䓄	.:cy
䕃	.:ca
䖜	虤日:yo
䚿	言欠:yq
䡛	車車:ii
䤃	酉音:yy
䤺	金斫:jv
䨸	雨隱:yy
䪩	音今:yj
噖	口琴:kq
噾	.:ky
圁	囗言:ky
垽	.:tj｜土沂:ty
婣	女丨:na
崯	山金:uj
憖	心犬:xq
懚	.:xj｜忄心:xx
斦	斤斤:jj
朄	申柬:uj
栶	木因:my
檭	木銀:my
檼	.:mj｜木心:mx
櫽	.:mx｜木隱:my
猌	犬來:ql
璌	王寅:wy
癊	疒陰:by
磤	石殷:uy
秵	禾因:hy
筃	𥫗因:vy
粌	米引:my
荶	艹吟:cy
蒑	艹殷:cy
蔩	艹寅:cy
蘟	艹心:cx｜艹隱:cy
訔	山言:uy
